index,file,full_path,type,name,start_line,end_line,line_count,class_list,class_count,namespace,class_properties,functions,function_count,class,full_name,security,static,override,return_type,inputs
1278,TriangleNumberCheckTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TriangleNumberCheckTest.cs,function,isTriangleNumber,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,TriangleNumbers,public static bool isTriangleNumber(long number),public,True,False,bool,['long number']
1279,TriangleNumberCheckTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TriangleNumberCheckTest.cs,function,isTriangleNumber2,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,TriangleNumbers,public static bool isTriangleNumber2(long number),public,True,False,bool,['long number']
1280,TriangleNumberCheckTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TriangleNumberCheckTest.cs,function,GetTriangleNumberUpTo,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,TriangleNumbers,private static long GetTriangleNumberUpTo(long number),private,True,False,long,['long number']
1281,TribonacciSequenceTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TribonacciSequenceTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu6,5.0,63.0,58.0,"['public class TribonacciSequenceTest', 'public class Xbonacci']",2.0,,,,,,,,,,,
1282,TribonacciSequenceTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TribonacciSequenceTest.cs,class,TribonacciSequenceTest,11.0,35.0,24.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,"['public', 'class', 'TribonacciSequenceTest']","['public void SetUp()', 'public void TearDown()', 'public void Tests()']",3.0,,,,,,,
1283,TribonacciSequenceTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TribonacciSequenceTest.cs,function,SetUp,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,TribonacciSequenceTest,public void SetUp(),public,False,False,void,['']
1284,TribonacciSequenceTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TribonacciSequenceTest.cs,function,TearDown,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,TribonacciSequenceTest,public void TearDown(),public,False,False,void,['']
1285,TribonacciSequenceTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TribonacciSequenceTest.cs,function,Tests,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,TribonacciSequenceTest,public void Tests(),public,False,False,void,['']
1286,TribonacciSequenceTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TribonacciSequenceTest.cs,class,Xbonacci,36.0,62.0,26.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,"['public', 'class', 'Xbonacci']","['public double[] Tribonacci(double[] signature, int n)']",1.0,,,,,,,
1287,TribonacciSequenceTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\TribonacciSequenceTest.cs,function,Tribonacci,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,Xbonacci,"public double[] Tribonacci(double[] signature, int n)",public,False,False,double[],"['double[] signature', 'int n']"
1288,WhichAreInTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WhichAreInTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu6,3.0,44.0,41.0,"['public class WhichAreInTest', 'class WhichAreIn']",2.0,,,,,,,,,,,
1289,WhichAreInTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WhichAreInTest.cs,class,WhichAreInTest,9.0,29.0,20.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,"['public', 'class', 'WhichAreInTest']","['public void Test1()', 'public void Test2()']",2.0,,,,,,,
1290,WhichAreInTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WhichAreInTest.cs,function,Test1,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,WhichAreInTest,public void Test1(),public,False,False,void,['']
1291,WhichAreInTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WhichAreInTest.cs,function,Test2,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,WhichAreInTest,public void Test2(),public,False,False,void,['']
1292,WhoLikesItTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WhoLikesItTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu6,2.0,35.0,33.0,"['public class WhoLikesItTest', 'public partial class Kata']",2.0,,,,,,,,,,,
1293,WhoLikesItTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WhoLikesItTest.cs,class,WhoLikesItTest,7.0,22.0,15.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,"['public', 'class', 'WhoLikesItTest']","['public void SampleTestCases(string expected, string[] input)']",1.0,,,,,,,
1294,WhoLikesItTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WhoLikesItTest.cs,function,SampleTestCases,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,WhoLikesItTest,"public void SampleTestCases(string expected, string[] input)",public,False,False,void,"['string expected', 'string[] input']"
1295,WordsToHexTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WordsToHexTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu6,3.0,56.0,53.0,"['public class WordsToHexTest', 'partial class Kata']",2.0,,,,,,,,,,,
1296,WordsToHexTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WordsToHexTest.cs,class,WordsToHexTest,8.0,20.0,12.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,"['public', 'class', 'WordsToHexTest']",['public void SampleTest()'],1.0,,,,,,,
1297,WordsToHexTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\WordsToHexTest.cs,function,SampleTest,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,WordsToHexTest,public void SampleTest(),public,False,False,void,['']
1298,YourOrderPleaseTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\YourOrderPleaseTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu6,4.0,39.0,35.0,"['public class YourOrderPleaseTest', 'public partial class Kata']",2.0,,,,,,,,,,,
1299,YourOrderPleaseTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\YourOrderPleaseTest.cs,class,YourOrderPleaseTest,10.0,20.0,10.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,"['public', 'class', 'YourOrderPleaseTest']",['public void SampleTest()'],1.0,,,,,,,
1300,YourOrderPleaseTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\YourOrderPleaseTest.cs,function,SampleTest,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,YourOrderPleaseTest,public void SampleTest(),public,False,False,void,['']
1301,ZeroFillForTheQueenTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\ZeroFillForTheQueenTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu6,4.0,35.0,31.0,"['public class ZeroFillForTheQueenTest', 'public partial class Kata']",2.0,,,,,,,,,,,
1302,ZeroFillForTheQueenTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\ZeroFillForTheQueenTest.cs,class,ZeroFillForTheQueenTest,9.0,26.0,17.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,"['public', 'class', 'ZeroFillForTheQueenTest']","['public static IEnumerable<object[]> GetTestCases()', 'public void Test(int number, int size, string expected)']",2.0,,,,,,,
1303,ZeroFillForTheQueenTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\ZeroFillForTheQueenTest.cs,function,GetTestCases,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,ZeroFillForTheQueenTest,public static IEnumerable<object[]> GetTestCases(),public,True,False,IEnumerable<object[]>,['']
1304,ZeroFillForTheQueenTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu6\ZeroFillForTheQueenTest.cs,function,Test,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu6,,,,ZeroFillForTheQueenTest,"public void Test(int number, int size, string expected)",public,False,False,void,"['int number', 'int size', 'string expected']"
1305,AllInclusiveTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\AllInclusiveTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu7,8.0,70.0,62.0,"['public class AllInclusiveTest : BaseTest', 'public class Rotations']",2.0,,,,,,,,,,,
1306,AllInclusiveTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\AllInclusiveTest.cs,class,BaseTest,13.0,38.0,25.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'AllInclusiveTest', ':', 'BaseTest']","['public AllInclusiveTest(ITestOutputHelper output) : base(output)', 'private static void testing(Boolean actual, Boolean expected)', 'public static void test1()']",3.0,,,,,,,
1307,AllInclusiveTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\AllInclusiveTest.cs,function,base,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,public AllInclusiveTest(ITestOutputHelper output) : base(output),public,False,False,void,['ITestOutputHelper output) : base(output']
1308,AllInclusiveTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\AllInclusiveTest.cs,function,testing,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,"private static void testing(Boolean actual, Boolean expected)",private,True,False,void,"['Boolean actual', 'Boolean expected']"
1309,AllInclusiveTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\AllInclusiveTest.cs,function,test1,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,public static void test1(),public,True,False,void,['']
1310,AllInclusiveTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\AllInclusiveTest.cs,class,Rotations,39.0,69.0,30.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'Rotations']","['public static bool ContainAllRots(string text, List<string> arr)', 'private static IEnumerable<string> GetRotations(string text)', 'private static string RotateRightOnce(string text)']",3.0,,,,,,,
1311,AllInclusiveTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\AllInclusiveTest.cs,function,ContainAllRots,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,Rotations,"public static bool ContainAllRots(string text, List<string> arr)",public,True,False,bool,"['string text', 'List<string> arr']"
1312,AllInclusiveTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\AllInclusiveTest.cs,function,GetRotations,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,Rotations,private static IEnumerable<string> GetRotations(string text),private,True,False,IEnumerable<string>,['string text']
1313,AllInclusiveTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\AllInclusiveTest.cs,function,RotateRightOnce,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,Rotations,private static string RotateRightOnce(string text),private,True,False,string,['string text']
1314,CartesianNeighborsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CartesianNeighborsTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu7,6.0,43.0,37.0,['public class CartesianNeighborsTest : BaseTest'],1.0,,,,,,,,,,,
1315,CartesianNeighborsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CartesianNeighborsTest.cs,class,BaseTest,11.0,42.0,31.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'CartesianNeighborsTest', ':', 'BaseTest']","['public CartesianNeighborsTest(ITestOutputHelper output) : base(output)', 'public void ExampleTests(List<int[]> expected, int x, int y)', 'public static IEnumerable<object[]> GetSampleData()']",3.0,,,,,,,
1316,CartesianNeighborsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CartesianNeighborsTest.cs,function,base,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,public CartesianNeighborsTest(ITestOutputHelper output) : base(output),public,False,False,void,['ITestOutputHelper output) : base(output']
1317,CartesianNeighborsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CartesianNeighborsTest.cs,function,ExampleTests,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,"public void ExampleTests(List<int[]> expected, int x, int y)",public,False,False,void,"['List<int[]> expected', 'int x', 'int y']"
1318,CartesianNeighborsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CartesianNeighborsTest.cs,function,GetSampleData,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,public static IEnumerable<object[]> GetSampleData(),public,True,False,IEnumerable<object[]>,['']
1319,CompareAStringBySumOfCharsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CompareAStringBySumOfCharsTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu7,4.0,42.0,38.0,"['public class CompareAStringBySumOfCharsTest', 'public partial class Kata']",2.0,,,,,,,,,,,
1320,CompareAStringBySumOfCharsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CompareAStringBySumOfCharsTest.cs,class,CompareAStringBySumOfCharsTest,6.0,42.0,36.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'CompareAStringBySumOfCharsTest']","['public void TestBasics(bool expected, string word1, string word2)', 'public static bool Compare(string s1, string s2)', 'private static string GetCleanedWord(string word)']",3.0,,,,,,,
1321,CompareAStringBySumOfCharsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CompareAStringBySumOfCharsTest.cs,function,TestBasics,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,CompareAStringBySumOfCharsTest,"public void TestBasics(bool expected, string word1, string word2)",public,False,False,void,"['bool expected', 'string word1', 'string word2']"
1322,CompareAStringBySumOfCharsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CompareAStringBySumOfCharsTest.cs,function,Compare,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,CompareAStringBySumOfCharsTest,"public static bool Compare(string s1, string s2)",public,True,False,bool,"['string s1', 'string s2']"
1323,CompareAStringBySumOfCharsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CompareAStringBySumOfCharsTest.cs,function,GetCleanedWord,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,CompareAStringBySumOfCharsTest,private static string GetCleanedWord(string word),private,True,False,string,['string word']
1324,ComplementaryDnaTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ComplementaryDnaTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu7,6.0,0.0,-6.0,[],0.0,,,,,,,,,,,
1325,ComplementaryDnaTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ComplementaryDnaTest.cs,class,BaseTest,11.0,35.0,24.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'ComplementaryDnaTest', ':', 'BaseTest']","['public ComplementaryDnaTest(ITestOutputHelper output) : base(output)', 'public void test01()', 'public void test02()', 'public void test03()']",4.0,,,,,,,
1326,ComplementaryDnaTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ComplementaryDnaTest.cs,function,base,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,public ComplementaryDnaTest(ITestOutputHelper output) : base(output),public,False,False,void,['ITestOutputHelper output) : base(output']
1327,ComplementaryDnaTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ComplementaryDnaTest.cs,function,test01,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,public void test01(),public,False,False,void,['']
1328,ComplementaryDnaTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ComplementaryDnaTest.cs,function,test02,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,public void test02(),public,False,False,void,['']
1329,ComplementaryDnaTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ComplementaryDnaTest.cs,function,test03,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,public void test03(),public,False,False,void,['']
1330,ComplementaryDnaTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ComplementaryDnaTest.cs,class,DnaStrand,36.0,0.0,-36.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'DnaStrand']",[],0.0,,,,,,,
1331,ConvertALinkedListToAStringTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ConvertALinkedListToAStringTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu7,2.0,41.0,39.0,"['public class ConvertALinkedListToAStringTest', 'public partial class Kata', 'public class Node']",3.0,,,,,,,,,,,
1332,ConvertALinkedListToAStringTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ConvertALinkedListToAStringTest.cs,class,ConvertALinkedListToAStringTest,7.0,17.0,10.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'ConvertALinkedListToAStringTest']",['public void SampleTest()'],1.0,,,,,,,
1333,ConvertALinkedListToAStringTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ConvertALinkedListToAStringTest.cs,function,SampleTest,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,ConvertALinkedListToAStringTest,public void SampleTest(),public,False,False,void,['']
1334,ConvertALinkedListToAStringTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ConvertALinkedListToAStringTest.cs,class,Node,29.0,40.0,11.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'Node']","['public Node(int data, Node next = null)']",1.0,,,,,,,
1335,ConvertALinkedListToAStringTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\ConvertALinkedListToAStringTest.cs,function,Node,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,Node,"public Node(int data, Node next = null)",public,False,False,void,"['int data', 'Node next = null']"
1336,CountingArrayElementsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CountingArrayElementsTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu7,4.0,34.0,30.0,"['public class CountingArrayElementsTest', 'public partial class Kata']",2.0,,,,,,,,,,,
1337,CountingArrayElementsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CountingArrayElementsTest.cs,class,CountingArrayElementsTest,9.0,25.0,16.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'CountingArrayElementsTest']","['public void SampleTest(Dictionary<string, int> expected, List<string> input)', 'public static IEnumerable<object[]> SampleInput()']",2.0,,,,,,,
1338,CountingArrayElementsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CountingArrayElementsTest.cs,function,SampleTest,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,CountingArrayElementsTest,"public void SampleTest(Dictionary<string, int> expected, List<string> input)",public,False,False,void,"['Dictionary<string', 'int> expected', 'List<string> input']"
1339,CountingArrayElementsTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CountingArrayElementsTest.cs,function,SampleInput,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,CountingArrayElementsTest,public static IEnumerable<object[]> SampleInput(),public,True,False,IEnumerable<object[]>,['']
1340,CountTheDigitTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CountTheDigitTest.cs,namespace,Demo.LearnByDoing.Tests.CodeWars.Kyu7,6.0,43.0,37.0,"['public class CountTheDigitTest : BaseTest', 'public class CountDig']",2.0,,,,,,,,,,,
1341,CountTheDigitTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CountTheDigitTest.cs,class,BaseTest,11.0,29.0,18.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'CountTheDigitTest', ':', 'BaseTest']","['public CountTheDigitTest(ITestOutputHelper output) : base(output)', 'public static void test1(int expected, int n, int d)']",2.0,,,,,,,
1342,CountTheDigitTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CountTheDigitTest.cs,function,base,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,public CountTheDigitTest(ITestOutputHelper output) : base(output),public,False,False,void,['ITestOutputHelper output) : base(output']
1343,CountTheDigitTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CountTheDigitTest.cs,function,test1,,,,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,,,,BaseTest,"public static void test1(int expected, int n, int d)",public,True,False,void,"['int expected', 'int n', 'int d']"
1344,CountTheDigitTest.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\CodeWars\Kyu7\CountTheDigitTest.cs,class,CountDig,30.0,42.0,12.0,,,Demo.LearnByDoing.Tests.CodeWars.Kyu7,"['public', 'class', 'CountDig']","['public static int NbDig(int n, int d)']",1.0,,,,,,,
